Country,Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating
US,data,,Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQp9eHQpfXDACf0nMqKlXEOkSkx_nB8icbKaaX1A0SyLtsQTlkXeFgWEFlCeqVDU57o8DxNhU0um9vSHXq9KHvT8V7T0PBMdy4I0_6_8YN1mFdNLJwMc_asVhwxh8ZDJp_XZjhy_GSvQAdGqo2rUHxCP_fxzrOxvpKMfc0o3DqD30GCaPsMQywlc-DBnJhzdFY878lzSpLhVtcFS_8aFIIBktjz34tF6WFhj0WYmv-55ciosK6Jwlb_kUErc6ykeN0SzmerkOEiXk-QC4qelKexl11CNj_PkBTruYDF2hC4unT7k_YpNptZN9L84AjbQ3RUXU5mIoPIvbO9iWCY9uVC3ubhQxcbB1hn4aHkYSjOHawY-DQUmzWa8f-oHEK3mN-YBBcgq3feUzet0CI0xVMc8Wn3veyhw3KuW1xP2tid2YQf-MaTcpJwi6CJ68YpDUQJsFRghui8YryUw2FrdaJiouVh65hUNahkaO9NrtQq-GVEyliQMS7IKILuh31m2WSpGAUHvTg5j3GT7qL6zxx&xkcb=SoCF-_M3Suu6VOxyhJ0LbzkdCdPP&p=0&fvj=1&vjs=3,Infoway Solutions LLC," 
 3+ years in related engineering/analytics work.
 Strong SQL skills – 2+ years using SQL.
 Strong BI Experience (Domo preferred).
 Big Data / Data Lake Experience.
","New York, NY","Posted
Just posted",
US,data,,"Manager, Machine Learning Engineering (Remote-Eligible)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNb9EbKZEg8x0tL4Jn_n-27XNJpVxavyXQEgHzLb0OAN6fr7EqiwmdNM-ejJ5Aeeyczm7l4Gi2M_ic0Mx3PBxTvcwsbWXAcjvd2Gm_tB3jOL6DwQXWt77nq7RyuCl67ZX97S0BIYP0Oz-Js8jv9L274v2fpTY3RUO__7hKw-QzZQ9gY3-xY_UPMgo27fVwtdT0r5psjpFSeulooF1h2ZtmjWevaVRHKITQceKPi4d5uZg9Uq-zxVFk1zK7v9vTijNe5zrYfKjbimWT9TkN6x_K7xv_Elgzj4_800egAp1AZ0tVEJf9xziIdNWaThBYN8IT_TBMeY2HZpBqaZiou70zwps7sQcf9T2kPkCyQll0pj0rMD4wmga6C0V4SjuidJxsXig1Rl3I3Pk73mkPGl-0_jtLwM05x2Esg==&xkcb=SoAx-_M3Suu6VOxyhJ0KbzkdCdPP&p=1&fvj=0&vjs=3,Capital One," 
 Construct optimized data pipelines to feed ML models.
 2+ years of experience with data gathering and preparation for ML models.
 What you’ll do in the role:
","Remote in New York, NY 10012","Posted
Today",3.9
US,data,,"Specialist, Technical Data",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCYlkCdUnPLBtk9L54qHb7FYanb1TJTOC02cevBfVkofm5yrgw6PeIrY_oZdMn9Kp5iqrDhFVhtpA4a_taJ6-v7H4PLDFb7K4_h26JeWMLHNZyV0Pd7UMUYmimlpFj-FyWrIQglnSqy8fGX_msZWGHjZexKGryO_Ln_GA0BvKUVd4pOiUga6dyhnUqIOrukMxtYLV4JZvzNLFD98MqWnsNmfXWuhrVfyTXaqt7h8oPKrRvU2H6jfeTTWqHMzwtFB6XM0Onn1oLAP3MaL3OmdJfmouE9bv-97qCa7H-p4yeOYvXMHuRmGeDzA3yeFG_s38lRcwqy9Zv8E9_gdSpn40R1K3ASSinOONnNTC6IHYMHMvzigKXiabtfcg_t2QMQbBS5yBhge0w0rejHunxBm-M849z3IY3b4ykIffmoC5dNeEnWFHNOaPEQdGXtr3Qd8BmMSlv0NMJBq_-sRAEwerIY6ogzhgftDGa6fIuuZozNaJn74S_Ixxz8z3whJ6I1UadehSH8CcqTqFGiOuFkXN5F9Zn3DiuOFdV8uu31fMgtUglMKVPvYKiQZLXnJOLB_2VmYWIG2x50GrzXh0E_MAbg3BvKG2A1j7MMzuXDWe-kw_Ue0J_EtwN677PWQDbZ2yuLuUIXwvVzk6NQQj1w7DgEOt85oe7hq9updOx_TzrpvBwZ9yP513eDfteeK9qmxgqjLXsfSFN6VXHbRLvb2qgRgKRALl2gCxJpivJf-DWs3ngwqvo4bvMtP24kC6AWy8=&xkcb=SoCs-_M3Suu6VOxyhJ0JbzkdCdPP&p=2&fvj=0&vjs=3,"Frontier Airlines, Inc"," 
 Completed RON or ADHOC (OOS/AOG)/Line Maintenance Work Packages for completion, accuracy, and data entry into FMIS.
 Why Work for Frontier Airlines?
","Denver, CO 80249 
(Gateway-Green Valley Ranch area)","Posted
Posted 30+ days ago",3.3
US,data,,Data Center Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvKDoS7uE1f1M2q4hB0awYsz8fbdelgfdfqusd-44oZkc9znOpkb7_oJ1RW_mseIDLF4p66uXxLZcK6om--EpkfayIWb6_PAQ-ivcQj0Lew4nxKzwqooa7AshfBXuP32plH03ne28neRL4ALSm6Qfhm1gLw_gP0flyGWrBd5UZDWGbohIo8qrppl6tMn9EJZKSGkyK3juzbJ0p-UYdoCoMclnz7n2cGssLdmDRzPU254XML3SAqdOxrA7zRF5JurtmZvntiP6140JgT8zQOn8HizoimVrJQt9toL9ksGLYfLbRWH9RZQV_hX4rmeIpBMzz0nqUcKfS6LX6uuMT6Xk8Xq2FR7eeAxe5M1oEnFLzftZnccC7bGXkKE5wAMDBBpEdHIGJcWo1wSc-uWJUifOgwRmiEsddnMKRKsZY1K9WtYKPs0vqLFbhUX931y5xRHRWeX_00AFZ2TehvFGU4kQihvP-6x1xScPtVR6jqzznLf7K-zTNS2oMXcGxO2KJz1nz7TF-ph_PlGG0bBmczcnT4LzwhgNXlp0=&xkcb=SoAY-_M3Suu6VOxyhJ0IbzkdCdPP&p=3&fvj=1&vjs=3,Park Place Technologies," 
 5-7 years specific experience working with OEM data center hardware.
 The Field Service Engineer is responsible for providing onsite system diagnostic and…
","Seattle, WA","Employer
Active 2 days ago",3.0
US,data,,"Analyst, Market Data (New York or Boston)","https://www.indeed.com/company/Concertiv,-Inc/jobs/Analyst-2726b857f387a6fe?fccid=72b53d2bea03e551&vjs=3","Concertiv, Inc"," 
 Familiarity with data distribution platforms.
 Negotiate hundreds of data subscriptions for clients.
 Source new research, data, and technology products and…
","New York, NY","Posted
Just posted",
US,data,,Data Product System Lead,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dpk2nRRB2qCzcWtelMs6RnOpE2QQykp_Gr47Tac0r5hLJY1tCAziAL0HFUb0VPmGaJ14WuQZq8Ohqw4m-Wt5wqVeJNj-hbvJmeoc093Fyy5Knzhc_qNbW0o1TyBhbGNXgm1w_3dHuPHSs30iv3kS_lYIX0psUc_e40f3thVJ2aGb9GNJOAi7aqcpiFkZaJ_ODOrgNLzG1PyrIE6NEFF2wwYTK6EkF6O410yd0vTNu24djeFGSP23G-9NlqL5SCTbX-6X6X28TsO5dqDkoDyYIi0ZbsWMaO-iFkC8H12yjMymDZCfY6iHQyINI-aePIREwOGpiPEj-Q9DBJ17nZPGDq9CHSp0NljXTr1vckIHxZwYe7OUMB6ug2nps8dTMm_oI3Tx3siYRJlf9_g2dVpezGpwHTEM91h-_PV5FLJqxKhMSQTW9KBpy7-6GXNi0KDY9cLDJy4sTltvxFAF7U_vCv&xkcb=SoCH-_M3Suu6VJRyhJ0KbzkdCdPP&p=5&fvj=0&vjs=3,Takeda Pharmaceutical," 
 Experience with BI/Analytics tools, data warehouse and data lake products, AWS or Cloud platforms.
 Define the data product technology roadmap in perspective of…
","Hybrid remote in Vienna, VA","Posted
Today",3.7
US,data,,"2023 - Early Career - Data Office - Analyst - United States, New York (NY), Jersey City (NJ) or Charlotte (NC)",https://www.indeed.com/rc/clk?jk=2f5a901e57574bfe&fccid=9a92a4bf81326e1e&vjs=3,AIG," 
 Business Intelligence Delivery: Develop data reports and visualizations using business intelligence and analytics software.
 Get to know the business.
","New York, NY","Posted
Posted 30+ days ago",3.7
US,data,,Senior Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBqtF07iQJXOKj3U8EeC4CXFMRr1vaYPTZEJxod_HQaYnSQ3zZBDwYz2scPKK95IMsGF7008tQpxffxV3ZjBAophB9J54Tij-Zc1DOl78QTWjehnsCS5E35psMDHYCZnlItXWsjqBsLMHzwKFx-6YCV3HQPlc_zG-uWyvilA2TpxqRR12fop3R7uxdwersWvs9IaWHi_PvXN05cLl7CWlvOL4beQO359yPdNJZUP7vsEXxTfTzQ52I-hbRPhAMJCdfzQ3aqOLo8pLPi77kjtCMR3Df5FC-9btKtER4HR6XvfkIOJ6pqHViaCPhrYGpxyuVHqPfPEHJfpoKkOUxEzW5d1_V4X0mnWgEuJpRvrn78jFGNAPx-dvy_8anT_0MAJ9t8i9rdNxxWPVJ6O59gtV_F4pNePKETIXcRWy6AZTpNJsxyWp7eF_qQtRFnKafGz1lFLIkwvCwhYS7TfeqT0gDaLLNtEDyNWVa_sgITqbBiFtFyCWFfV-r0QBecVNWqwip6zx2H2Z__cC5XKCtvpAcHRx7JIqviZjyz5rfMDamFLTcq2wD3DmG9rRkGTRj8dQJNbP7QO7lkeTEmnITEIImVHWtAczjoB-ew-YDxmXHbmkQOo9t26y-6SqFLBK1Zccrh0sXXlbckrMqFKqptpGp8W8ib77EaEpGpvrpYS8tyvOcyfQufHo1uAGeSOR6g6OWqgy_WP4jb3c20HIerQmruiSrKiy69pUtnxF8J0EdC6Mnp8EBnBiKthK3f9oQx4Q=&xkcb=SoCu-_M3Suu6VJRyhJ0IbzkdCdPP&p=7&fvj=0&vjs=3,REV Federal Credit Union," 
 Extensive exploratory data analysis experience.
 Extensive experience using SQL to model data and build complex queries.
 41 CFR 60-1.35(c).
","Summerville, SC 29483","Posted
Posted 30+ days ago",2.9
US,data,,SHIPPING DATA ENTRY SPECIALIST,https://www.indeed.com/company/REPUBLIC/jobs/Shipping-Data-Entry-Specialist-5d5993d5b2f0c721?fccid=64bbbd5eddae6833&vjs=3,NYC APPAREL," 
 Perform data entry for retailers orders, and enter for goods receivings according to warehouse receiving reports.
 Maintain comprehensive digital filing system.
","Manhattan, NY 10018 
(Clinton area)","Posted
Posted 30+ days ago",
US,data,,Data Strategy Co-op,https://www.indeed.com/rc/clk?jk=46699aa5393dbf24&fccid=f65f566829d9100b&vjs=3,Guy Carpenter," 
 Big-data processing technologies like Spark.
 As part of the Data Strategy group, this role will work with data analysts, scientists, data engineers, product…
","New York, NY 10036 
(Midtown area)","Posted
Posted 30+ days ago",3.5
US,data,,Data Entry Specialist,https://www.indeed.com/company/Alva-Advance/jobs/Data-Entry-Specialist-3569d155fe6e1e86?fccid=084feefdf8bc9510&vjs=3,Alva Advance," 
 Addressing data inconsistencies by working with administrative staff to locate missing data.
 Proven experience as data entry clerk.
 Pay: $42,000.00 per year.
","Brooklyn, NY 11201","Posted
Posted 13 days ago",
US,data,,Field Data Collector,https://www.indeed.com/company/Manhattan-Strategy-Group/jobs/Field-Data-Collector-17729cb8155e8062?fccid=e2c4e2666be92628&vjs=3,Manhattan Strategy Group (SNAP Project)," 
 Have some extra time on your hands and would like some extra income?*.
 Manhattan Strategy Group (MSG) seeks field personnel to serve as “Reviewers” to perform…
","Brooklyn, NY","Posted
Posted 30+ days ago",3.7
US,data,,Junior Data Scientist,https://www.indeed.com/rc/clk?jk=478b4ebe87d6a396&fccid=1b2c00b70debd38f&vjs=3,NYC Health + Hospitals," 
 Working knowledge of data governance and ability to document processes, data models, and systems.
 Data manipulation: 1 year (Required).
","Hybrid remote in New York, NY 10004","Posted
Posted 30+ days ago",
US,data,,10101 - Data Equity Analyst,https://www.indeed.com/rc/clk?jk=938897fb383fcb3c&fccid=c6b5143eab3dbe34&vjs=3,The Fund for Public Health in New York City," 
 Perform data conversions including extracting healthcare data from non-Epic EHR systems, performing transformations upon the data, and importing it into Epic.
","Remote in New York, NY 11101","Posted
Posted 23 days ago",4.2
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=3b37e46734b23993&fccid=2c6850e24c8a2811&vjs=3,Federal Reserve Bank of New York," 
 The data scientist has extensive experience applying advanced analytics skills and techniques and can lead other data scientists to build and enable data…
","Hybrid remote in New York, NY","Posted
Posted 30+ days ago",4.1
US,data,,"Data Architect, Developer and Writer",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx6AdRWAS3kzS9ZFoNeL_9CQtD00A5wtuG4xxD1RvAHdqE0XMD1sJdL4Bl-Q1brJ3uECRWI-0GWy-7BhSIQLEcVnX2VJFrIlRiwreAMa3of8MdzzeQCgS7nZJ1DCIerbAzeDL-BcpnG1ZMQC_5NKT1UALwuV4SOHNvMEaBTrBapLeMx3kKC1z06AEidU7lEUEXE4U-uq1bfvn7NqEjxte4JzpF16WFDxbL_riOHXZzuFjTxCn8n4_V_ratAK01aK055x2xlNGZePHk0HkguoPi8wzysmgnzr64eo7wGExBvsBCrHZ5866dpfsq3H00XXZ50viSCc8couXX3pVgrIIDDwLNYbmjghheUn6hJKAvNtEf3SMrZAojsiTAflLNPsDkkQuRp0GRudYLFUG_vAFUXQmsBt4B1pblbIJ-C7nuJErT6YsGowa90JFG1smNHT4_MlyiG71fvKbiO3_vb6AOnR2Shax-zCImcxxWFEs4K8HJ-wCT2JMDzCnefcdy6nNeZOJpOr1vKuFdzzORd6bYBVvzqRrHKuwAGCZq_00Oxlw&xkcb=SoCc-_M3Suu5nix1JZ0LbzkdCdPP&p=0&fvj=0&vjs=3,The Mom Project," 
 Maintain data sources and research materials for further learning.
 Review, document, and organize large amounts of research data from a wide variety of sources.
","Remote in Kirkland, WA","Posted
Just posted",3.8
US,data,,Data Collection Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AXnSoSTxfMLyYmH7NnHd4UwBPijuCCh_OXQkFc5FO-TSK6pucNluAvdELtbESpkaqAKGXALaLlnAdZxSZLv3VV8L4laZDxsFSO97eH6JuiwUZxqsM2vQ-c3P41RXpVmKs1c4YlS83wrmjNVssFWCJFmV3dXjHc3SLXkryKFDA2l1fwFLS91XUfQIL29ugMXwQDaJ80JjkijbE74c0urvXfgQ5-77Ai_5lhW8xDt766LaBG283hIOoFnXuJJe3B8ouaFpTxhJjOV_a8qfglE5M5naqawZI-GFzzpJG9AyHJKdpzHif7AeRbc7Z76_c0mFve0kQRYrtpu9mc-cx4zKkc7cbFofqCNsv0dJQQH1xu1IN-05RgviHBmku9uyhn3hcTUUbuuOWSXj8YooHg_RvH4JVqzlAH2yB2mZRrlL6owbuo5O7Fi2XdY117_oHxhrIQv9Z4MJ7tQ_FoTGm2Eq64whjtCdX2ucN025_7oCfAGJPe4_c7S10J&xkcb=SoAo-_M3Suu5nix1JZ0KbzkdCdPP&p=1&fvj=0&vjs=3,Ram Jack Colorado," 
 Professional interaction with company clients during data collection appointments.
 Job Requirements: Complete and maintain accurate and organized data files and…
","Centennial, CO 80112","Posted
Posted 5 days ago",
US,data,,"Lead IT Business Analyst, Digital Platforms",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGzVE1GEmur5Qi4_6ZLhlfD92DocmYsI5pH5NFBVrJoTy21mEVXxxxnGDqstCoQcvrQO0t8e3buIuGtkZJIuTa5l5ZjfRGGzX1CvuF1XT5DV-8YOnbqcjVGAc2wQnsBDxSE67yns9XoyKZYiAdqxwK6LJb3EykdREW7l0zvtoR4cQhI-vfSIc9eGrSQccCSwES4bM67mrDzXdeaZ2MW0pfTNBQGE159DdStBU4MGSF9WsLGBuj40_aiVhs1ijP7BEuFCuqrMBNuJLm6Q3ILtErYCjaz0DfLog7wxIDDZSCQiFixxV4lWFRP0o3dFhTedUEGxmsqk992TAM__0RRg7SJVVHbzytuB3FhY_V9XENug_qEGKlZRblUZErZAJPNy3HkyWngMcBQ3kWrBU6XqqliSSf6visFOgwtsU9LiFto8CDiL6VHSVzYoPsuPthZOY-AeQqnopjG_rzA7LlzEGrhZAH6nCWtRD7D7XQ-0WDhhNy0OWGLROBE96SG8CDABWxCtFUHohi3rlg1iQv-vxatUiMt9mqbl0=&xkcb=SoC1-_M3Suu5ntR1JZ0LbzkdCdPP&p=2&fvj=0&vjs=3,CTE," 
 Key responsibilities for this role include understanding business and data requirements and translating them into functional requirements necessary for the…
","Charlotte, NC 28269","Posted
Posted 30+ days ago",3.8
US,data,,Data Analyst II,https://www.indeed.com/rc/clk?jk=3bd3ee7c82eed39f&fccid=c007936ceb766fe5&vjs=3,Mount Sinai," 
 Support approaches to collection and management of GME data, including utilization of online survey data and analytic tools to allow for effective data capture…
","New York, NY","Posted
Posted 30+ days ago",3.7
US,data,,Data Entry Clerk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CVWgrzIjzrOrLpSJnRj4VK3EzO1Ws2QQNZEZHHbH_nK7xRgG8ycUjGfRP8mTu4ippPT0CX-AyP9WJYfP358BGtif069kpU6gXbFujVw1afhDj61K6N4xERXWIoVhdoQ0VOSmB8doefEdEIHUNmksyS6lwMExQy0eRMB89vORAzq5k2OScdGlNAj94d4gYHhXgU5LNmNrEQozgTkzMz8FUG7M_4fVuU6goqOolPwq6xEtykmwrik0RSgON7riU1P_zAM1nXk-yMGEOLL85aqyR5SR0YATK2g0_2h7sF_QSM3-V2YYynTi97Q4tg_u8-2tYuZmNYwg-pIn3d7p6MQ_3NqLbpS-ZaEqNcC3zROjfMDYvxWaDP1jBJMULMNy2F-N83ikhwVpB-BhxLg7B7osbVWzAjvA82n9DCikKrwoauRw6aUUiMuS6cAIiN3KhJMXwo7TH_IAkXicOjvcq_p4WlyZBjYtdkix3RN4qWIYI-m9WsoQh90b3TDE-03lFBFSqfH8hzSFsdBg==&xkcb=SoCc-_M3Suu5ntR1JZ0JbzkdCdPP&p=4&fvj=1&vjs=3,Beacon Plumbng & Mechanical Inc," 
 Now hiring for a data entry person who is available to work nights, and Saturdays.
 At least a high school diploma or exceptional high school student, preferred…
","Kent, WA 98031","Employer
Active 2 days ago",
US,data,,Data-to-Care Project,https://www.indeed.com/rc/clk?jk=dfa3b383b1dd6868&fccid=6d33a126185b4959&vjs=3,STAR Program," 
 Combine and reconcile data from disparate data sources (i.e. EHR, eSHARE, NYCDOHMH) for clinical and data management reporting and quality assurance activities.
","Brooklyn, NY 11203","Posted
Posted 9 days ago",
US,data,,Data Engineer - Flink,https://www.indeed.com/company/Amazon.com/jobs/Data-Engineer-a4be1f65ed93d79b?fccid=fe2d21eef233e94a&vjs=3,Amazon," 
 Experience developing data pipeline parsers using Scala.
 Experience building and maintaining enterprise-scale (Terabyte - Exabyte) data pipelines.
","San Diego, CA 92121 
(University City area)","Posted
Posted 20 days ago",3.5
US,data,,"Data Science Mng, Marketing Analytics",https://www.indeed.com/rc/clk?jk=f66d2825f1b987a1&fccid=978d9fd9799d55a8&vjs=3,PayPal," 
 You are familiar with data science and machine learning techniques to improve product experiences.
 You are hyper-analytical and intellectually honest, truly…
","New York, NY","Posted
Posted 30+ days ago",3.9
US,data,,"Data Scientist(RWE,R,Python,Real word data, EHR)",https://www.indeed.com/company/Tellus-Solutions/jobs/Data-Scientist-9ed9fb89fe8bd555?fccid=def1eacd3dd4aba0&vjs=3,Tellus Solutions," 
 EHR / UK bio bank data.
 A technical and innovative role that partners with statistical programming, clinical analytics, standards, statistics, data science and…
",Remote,"Employer
Active 2 days ago",4.1
US,data,,Senior Business Analyst - Sales/Use Tax (Hybrid Opportunity),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DK9N1ihouu-czLe8FLv8sfKczCd-la3awFgO288-Sg_Cvjq2DoGKmpzIfcx4E4zzYwD7h1wiEkwnlOFNsPX-X6SjTSrgkDVyIIiVLrQ9BeoG6Tn67hbRVt7OotasJMzr5CfS8l-c1VsmuVgDR0d8nj6L12Sg1mXm7PH1Bqwo4Oz2SeUAxjnHDCVTOS1ffgS_LWBnx_fW3yBUGEObW2psR5fl9sK_frfzDjcd7RLdGf-53uj3d1GZkFF9nwF2GUm7CSo4hpgC-latQOdLFOoiVcJyBKI3oax9aqgu9VdlQvTUkxVtxjPzqvZ6mJjCZkLh18LjH_iUkIAIhgFHyQqviFlxPzWmPfBp6ElYMFRGcMKMeIdtGuWPXxF_-D9vrkeLkkaLovDGFkrrf7Nu-QRyGUDsI_iTzImAHRYdn4qiR8yfavEcV8WKMbhmD0oQQOOxJ25dcDM6c-qscjnTda1UDuu8pmnECZP-y1p1Ndxqiwi0HiADIzdPsH1UnPU74Tf3p0m2lkgvsbEGkgsV6u94Hw8kxFYirRPqilxjqKPBuxJyyojRxnx2QrWW85NgI6ODGoaP8bNBtWxUHzgftMsCsN-NXMGyIpWl4R2om1tu0dCbBxHe3_u_3j7cr8vhFSXfZibe2J_34Mi91lBVEH6gq0QXbPAmIdWsHoo2XS-5JalovZjwlms5tGm4FG-2RranW3MEuQ8gPX97o87cSPZ0xgtAwLv0KVji3UKlFU6ehd6CWpFKYbuIrkoqrYVF46qV2FcWsX_Zb7cc0ExbuQ4ALocRWUAqKYi5FwRYsY0NvGbfNIzjY_aaijzbsj8u6bUWHSxl9YNt9P-fgsWaRfZM5RNqizNRfnnEBdblJBqrUHabUDcQ4S5VT76TTg1Uxc5gMVXwgSH8u2UPegZTBXY6b_Wc3v6tA88GE=&xkcb=SoBE-_M3Suu5ntx1JZ0KbzkdCdPP&p=9&fvj=0&vjs=3,Smithfield Foods," 
 Demonstrate continuous efforts to improve processes, increase data integrity and provide quality customer service to business partners.
","Smithfield, VA 23430","Posted
Posted 30+ days ago",3.4
US,data,,Data Analyst ( US REMOTE),https://www.indeed.com/rc/clk?jk=72196d645d64f9aa&fccid=62ea05949fb06eef&vjs=3,Zip Co," 
 The drive to seek answers in data: You are comfortable analyzing millions of transactional data points.
 Connect vague business questions to data projects to…
","Remote in New York, NY","Posted
Posted 30+ days ago",
US,data,,Telecommunications & Data Field Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCvyc13G-l_llXqM37HRn4EGbtx8zU0n4H_GV49Wa8K9nECr5plhiJYFME3gnsykgWB00RclOlioxpK-kAHAqLDNZYie2KB4bX5sLw7-9AZ_MorDqy53C30_OpjIi7jM-Y5uXxjL_RTSSnGP2EYplu27mSvmNEfQU0IUhKTqQDeWztVpn-ZPtTa3nlatUdOM_5ZOr52X6u7Pl8zbNMualC5TiJcTu2p5EgZAJB7whoLSvvLB1vkEcdqnHT-scpodGQP8hkYf1wAA7jB3ykpW4ho4lRQxDVpJob-O6zgFj0awil_deFkjzZ7yW5J0h6tUo3BPvAbiSr9Qd8phn-T8NA_koQAKgYDFCdYSvHJaVhlBa2Nygoy_R-o6z1z4a-xhi2VIaGYUrOlUYrieybhGwDb8AuGzEvPXZ1YL-M7iEp3akHvq6kIBS9fyZaXwfZ9Xogi4o6LhHFuPwWJBHk7gPzf-OPpUB8kOA8T0wCovR6wQmy8BGH_zEuDt0zYNxGwHo4hayzarX9zKgfNOoObFE6f9cSsYGqMHk=&xkcb=SoBt-_M3Suu5ntx1JZ0IbzkdCdPP&p=11&fvj=1&vjs=3,Redwood Systems INC," 
 _*This can be an entry level position for candidates with either previous work experience in the field or candidate that may not have the work experience but…
","Chicago, IL","Posted
Posted 30+ days ago",
US,data,,Data Analyst,https://www.indeed.com/company/Tech-Stream/jobs/Data-Analyst-17d61f08ad0c9bce?fccid=6a9e6d824723546a&vjs=3,Writenpost," 
 Acquire data from primary or secondary data sources and maintain databases/data systems.
 Develop and implement databases, data collection systems, data…
",Remote,"Posted
Posted 27 days ago",
US,data,,Data Entry,https://www.indeed.com/company/Eclaro/jobs/Data-Entry-bc6bb0eb53e55633?fccid=2bfa80e9a2490fa6&vjs=3,Eclaro International," 
 Primary responsibilities include high volume data entry adhering to departmental standards.
 Uses web-based systems for research, general look ups, and data…
","Remote in New York, NY","Employer
Active 2 days ago",3.9
US,data,,"Data Analyst, Advanced Excel",https://www.indeed.com/company/ATL-International-(formerly-DeNuke)/jobs/Data-Analyst-83bb46a59e8a6d5b?fccid=1f051ca5b7a49e49&vjs=3,ATL International (formerly DeNuke)," 
 I. Connecting to data from multiple sources.
 Query and extract data from multiple databases and management information systems and apply complex formulas to…
",Remote,"Employer
Active 5 days ago",
US,data,,"Sr. Associate, Product Manager- Enterprise Data Solutions",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNb9EbKZEg8x0wzjxx-xvfPq2YhQzWoxJtJ5qO2TqeHcOf85rPVv5nHiGkKikavrjD1WHh7bhVz3-DFvu6yApj78hS8bwZlHAVa15y73O5HUSzuZxRoxQXBJAzyeX2yT4HgpITbCGCDCdPWUUkHsFLzHKuDUFCzehC1_CmXHmIL0cmqFTdRfKNxGAPowy_pnippGPFecTQOYpRlIh1nk9NbE_unKABPDmSzX0-uytdoN7eN11nu2HEA5K9e9wIPr1SSdHSY3Xdq83IHP4rby5WeVC2InJd8syacn0y2-BUJ81LTIY37IKcBW6U3GmOOXvRGL4Ab_uwvczRW3a0vWjBcwJMpPnWbpqSxd0CXg5k5pXsRmR_z2kjWZSRKbRdUyD159x1nTJCN5aHHOHIOtXink=&xkcb=SoDG-_M3Suu5ILxgWB0LbzkdCdPP&p=0&fvj=0&vjs=3,Capital One," 
 Demonstrating a growth mindset, you’ll effectively use hypothesis-driven assessment of data to ensure your product or feature delivers on real business needs.
","Vienna, VA 22183","Posted
Posted 3 days ago",3.9
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=89403f2833ab140f&fccid=cf80abde47d3bd81&vjs=3,Mazars USA," 
 Experience with data visualization tools (e.g. Tableau, PowerBI) and data storytelling.
 Conduct data analysis via data discovery, exploration, investigation,…
","New York, NY","Posted
Posted 19 days ago",3.6
US,data,,Donor Data Analyst,https://www.indeed.com/rc/clk?jk=231fa36a1cc8a9fc&fccid=293914d8e1bfb395&vjs=3,The Trevor Project," 
 Experienced. You have a proven track record working with Non-profit CRMs like Salesforce NPSP, building data models, dashboards, reports and data extracts from…
",Remote,"Posted
Posted 30+ days ago",4.2
