Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time
data,,Order Entry Clerk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKJOJp0Z5K3voWTJI-bSqIYSZvDiL1oSqx7VDiDXmDdV2sFeZ1Q4L8JxVMHrVWmjHZbWq1gzvXXXidjBPmePLs4Z2XHBxIYa3SbY01r6skba2ov_Rj058iDpoyUGEQXx2N7q8ctFPkfrb4PS-ZnAkcpS_3-llTWF0ZLmoYE5Hj5DdcF0ll6-kdmu_7G5XxDvZSsLaxtWMgH21-v76eZpbRHFenB4lDxa-ncBHqhbc8rwFbrG4nMyUPA4m0SUd1Xlp7MF9e9_EQOketp2g14xSkedrOK3T72pGjBwBkqHlUg7V-chGFOY2gkLxyKSKFkcyViVsMVccqsvvR1PQ27kgqjeLEUjuCBhQEdcHS4tZ16PgEGY4g0H5oDRfI0-Tg-YW6QRiyQNb6FwIbsx7ZKyAZWBSg3FrKZkCtFf4Ug53yGytOcllSy0vqn-Mq3zBWF6dKdQHcvAHRc1G_35Xj7bfvCk7x7km-G8a3E7WWZVQH0gwS_PNKMVjuBOVZL7GKQg=&xkcb=SoBu-_M3Susilg2aUJ0PbzkdCdPP&p=2&fvj=1&vjs=3,Autumn Plott Recruiting," 
 Order Entry Clerk takes orders and maintains a proper record of the transactions that take place in the organization.
 Maintains electronic Sales Order database.
","New York, NY","Posted
Posted 8 days ago",,2023-03-13
data,,Telecommunications Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAlTe9Uwl5bz11hoUN5v7S7dTq3604KzArKgKQyOzxkRzBOZL9FnljW84DDwVkhiPY2RNWw519p1Q3yVbUJNf_cI5yW5n4nQ4croz7mw37F3Z776D3fDK9hUVDWPk0Ncjs4BWaMoLrsFZh1GvYji452H9MQlx61yNqOHgcpxEkTTHQh7-ecSaHEkmG5L0AWdgZ2GuKbiYU2qVEjlVspFVJexfu1iLPkONQ0Xu_m0MWCN-Dh51b3W5I1IPiWrd-I0jozoCsPNa7boUG57r_6Lss06JXm7SQ0t5qYoKgQitVXZrdr6mJe0FyiW4Sxm0MGHsU7CULm8XB2zVrJoREtu_xIpj-i3M0_vj_1FLK7AgkfUoTepQQGxGMtl2UvmzLZQij_YZ2vmwBfBTUdhl8BxTv4RIzIwbEjZIyuM-u4kpX6uR3ZrsS64Viie1-3ytYrpPLKaPknP9M6qLvm-ARd6zJcOo0aZze4XOojmCL3g4ym8JAl2JDGWPsurk4vIBlxIffWBFSZR76PakcHiib5KlJ&xkcb=SoDa-_M3Susilg2aUJ0ObzkdCdPP&p=3&fvj=1&vjs=3,Cartesian," 
 3 - 5 years of experience creating data visualizations and dashboards.
 Know-how with tools used to mine data sources such as Tableau, R, Python.
",Remote,"Posted
Posted 30+ days ago",4.0,2023-03-13
data,,Data Entry / Data Analyst (Unit Assignment Coordinator),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BZXssj5BKtqYPWQ0nUY532GJBYoGUlDYLyEWVe1luWA1OH3mbJiJ9KmE0cYPoetB0TKbB935rX8WyNcLM_bZrzuEFFR-wElqwTDM117hkVP-ryF8zZi5cdan-edEKT3HKxR55DCgtCuW4JOq86doN0VER7eEgOVb83pA-5x2tG5Or3cPkavWRF1mpcH4_xHqDMYbNyZ2o8qbTkNH7wzByYeNnOM2HqInqmibfnyeJKJhJ-rjxSN7XEVhQTFdNmiwLjCVAj_VsZIUYF_DofeP2K5RcxvBHNTwbz9YfLp8SBKWte7bLrJDGjIaHIozU4MylUjOfzeD58AqxCbfturnH0sHO-bnUzD4dVa0U3P093x6S-38ufW-lf1ZCCVfxi3FxKe9QcrDPLnuFPxiArWKBESnQd0fthUlRt7GYI5XAlnzmt9G5ORtfjvaMotIoWLo8AvJ_wzpdzieTCatyu7D3BYwDdB-Dkk8WKY9L-cGBT6mCwsUkxzpwx2f_PdIY1YoTl08BABdMAVecqmpbvRSxL17uno1G_MP5hoQKP8KwC8SyKg1UH6RbHK5oI5pjSYN0VKKK8BJOjBJBA__rwtljIvuYvLEnFcSIP4GvRagewq7iq7tIf-FYxfd9W3Qk0mv2Rvdd7X1qO86-FoJZDC2HHqCCAwhsnkqgc_pIuuWVeLMVB1zWWQHYIrJukSAAh7yaq7WJgcPbXKHsXhTapdVACxDDoPm2aO2GXOMjZoc4hXzAsqDmDmTL2pNSJd9jcHWAVeiqZndtwIQ==&xkcb=SoBH-_M3Susilg2aUJ0NbzkdCdPP&p=4&fvj=0&vjs=3,Community Blood Center Of Greater Kansas City," 
 Serves as a resource for data entry complications and provides assistance to data entry personnel.
 Correct data entry errors as required.
 $1000 sign-on bonus.
","Kansas City, MO 64111 
(Old Westport area)","Posted
Posted 30+ days ago",3.3,2023-03-13
data,,Data Center Battery Installation-Maintenance Technician I,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3eelnL7HGWfpsrHBcTcJVRjnLexIC4dBZUMXI4YrirconJgXrnvGUvoAgWprtahGN-oaqdvZBLbgY7luS1QGN1oJ6v4j_SM1_26hyG7rxEMKayWLjOOUeAtbuc2tD_KAavHmWG649ms0eTZsdNEvfuXVD61je1aPB6NKPASb2cebR_md3lYxMTayzAnTo0vJfX8xHh9OFlpFWTuBfYG0olV3SIhWPL-r8JCAHIGH3Q6-77jikl2s0jY6PLfjoxNvWrvY43H1qrIxMI2URjRq4RI9qiXoArTaHmXkwInZKSiuJSpdu1dXk30_Rv1HW_-gnVsjyh1dGVAYQoG5_Yb5IEVmaog5qdVCaPX9LGM_Wly5DKlHi6huwWPNbLs1PK3Ce-V7EauyBg4MWkd3nabvOxEN9qC6nk8zyrVWB5E4K1yDdOY2oF4f2j41b2fkgrLOL7Vx393SVOgBYwQgZgJsfJjX2fzvPIGTfjMkeM6pLOSJrjGIA9_mLgZPXMu5lyeq6UBeb-Wf5tnKNNUCeWaemNae0a0n3KQE5iS92MoLRxVrtpGHIgf2Y48XI_pBp2oRt8ZX0Hc29PUfAIPT07WPGYHU_79MgR2IKzgtiYoByY54Oectp-KKzn50U-z-tJLmWE9VXwy1CyA==&xkcb=SoAk-_M3SusiljWaUJ0LbzkdCdPP&p=5&fvj=0&vjs=3,Nolan Power Group," 
 Travel can be considerable as data center work is nationwide.
 This position is primarily responsible for installation and removal of batteries in Data Centers,…
","Marietta, GA","Posted
Posted 30+ days ago",3.1,2023-03-13
data,,Business Analyst-Ecommerce,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwEyLvOzABqqge3HwYsi7jMw1zfj-rWD8qGcbz9bGQfkr4jmkrYn8HJjmhg29C6gl0oiKd3Qhrr23__B2c3TVRUFl8gc4OcAnCR6N6kj6RpzHQpZ24SukHMjzBqWKGDyoCI1h-q5HHGI_rup1NZF-0Q_viGVTUaWhNa_cBG7oOO36_kgxRYD_jCEN4cI85kkrqE3JJs8idRvs0yxu3bQ0kpWJCmMnNDrUDaM_rhzDecAP21-Tnd-q6_WLRbhdtz3av3nL8zAn_BFB-1ev1l6kNe89B_IDkJxECwZki0_YuEUFqoLrn_AyMrQ_Lrcfi_kbvfbeTTjMvPv5c6Atef0tys-pD3-hKUgTvWlhkkNoKFWN-mefzFwZv5wzEugdfAz0oqcRPwcm3xIMYlYcSkhKvu6sO6MGCbXNZvvujZ9Buhpg8FCpfN-5N7xvs-6zvA4VKYxRbFdta_qnVQP7Z-k0rgqkterGtfJCH0AQhdECx0lg0Rtidrwp3J4-0IMbpnvd1W6DfcQAMgfoUqToXRPvNyUT9wyk8McjAQBvfrTJOdqu8W1E4azH8E9wEnadQW4-wXaUZhh8a5tjG-okIhJ40g5775tCKwCXjjqF3T6XJWcSqepZF33WvBgiGknsl7M-hPz1Y-8d1vivc9YJD34DqBt6Dgzi-7mFo_OrRWSR157WQ4yRgcVqSF0mePX8VyvPtwNGyGfojNPA-UvfZRkE_H6sHnurb4V8Hk_7xp5vtSEZGL269NwSkO3e8xCKrRNjVurCDWmwmmpi5OEL7-6F3rssvnwGsfOWEJBv7Se20hXX3QW2S5GWq7geYh4mvyZGcIdpmimb5ZLccghhPwhT_0hJnaostsHcTzKGKmKazuDthAqGiRw8lsfqUnciRZFY6lF_1ToWcmA==&xkcb=SoCQ-_M3SusiljWaUJ0KbzkdCdPP&p=6&fvj=0&vjs=3,Sally Beauty Holdings," 
 The individual must have deep knowledge of Excel and must possess the ability to identify patterns when analyzing large volumes of data across multiple data…
","Denton, TX","Posted
Posted 30+ days ago",3.2,2023-03-13
data,,Data Analyst Co-Op,https://www.indeed.com/rc/clk?jk=cc2bf1597c8f4b60&fccid=2ce3a21e0a968aec&vjs=3,Cohere Health," 
 Strong interest and understanding of EMR data, Claims and SDOH data.
 Map and specify target data requirements and associated data transformations and…
","Remote in Boston, MA","Posted
Posted 21 days ago",2.9,2023-03-13
data,,Data Entry / Non-Sterile Compounding Pharmacy Technician ($19/hr) (12p-8p),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_KMik29qjuaRd2bMxqE__9GxVdxFE3zW4cSk4t_ODeGx49IPtwQZijvXeN5DQJK-PTCIZtfGcyTOSPmHIluBvXqEKvroa4riw5lXiAeO5-S06ifU-ZEVSEfa9Hdk6ge5aZIbjKi7fXtLX9lcJ99KJwKem9_aIWVKfpFxlmaMXUlAsl3AoafUcKe9aroU7Qho3Q0Ik9c-cwosuzAve456gIEE8pLIGaLZLVLTPu_2p3JLMXGfdnq2IMqv3Ny555k6bJrA93q-SUvzU5z3yaMyZ5CDDYd8WCQeMChrZHComF4pgY4zIigvSfJwUfwuT-fj56P3aKudz7jddeQ3kvHkX2xodN56CAtZAlr79uT4C2SMgHpfM7-VndgqQKttEoMXBuPeZhdZ-U2VIe2KmBPSSBnAj1xS4rGM-Nrqok-z5wR8N6PSZlo8sMf83LC2xf4STRT19gHvjn5Md21uHg7eNUC-Smpv2ylOtdeYOn7r5EMMY8ooPTb1FXCHaL5sSoEqztkZDTuzu95AnzFxexENyhbQph554eUjc-r2Nb4QzizUUkRtDjuzgIVmtJ5NvwIYl2JNtTNgrYHP58aROaWb4&xkcb=SoA3-_M3SusiljWaUJ0PbzkdCdPP&p=8&fvj=1&vjs=3,MedRock Pharmacy," 
 Typing Prescriptions correctly and Entering data into computer system to fill prescriptions "" LifeFIle"".
 MedRock is a full-service pharmacy with a focus on…
","Tampa, FL 33626","Posted
Posted 7 days ago",3.6,2023-03-13
data,,CLIENT DATA ANALYST,https://www.indeed.com/rc/clk?jk=64b3a1ce2bf728eb&fccid=1807e5727f702882&vjs=3,Louis Vuitton," 
 Execution and interpretation of a wide range of client data across multiple data sources (IBM Cognos, Salesforce, Google Analytics, etc.).
","Hybrid remote in New York, NY","Posted
Posted 13 days ago",3.7,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=90a1614fdc0871fb&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health," 
 Identifies issues in data quality that would impact reporting (i.e. duplicate records, missing data, etc.).
 Serves as a liaison between departments analytical…
","New York, NY 10060 
(Chelsea area)
+1 location","Posted
Posted 17 days ago",3.9,2023-03-13
data,,Data Analyst (Remote),https://www.indeed.com/rc/clk?jk=e680731391eb89b8&fccid=692fb898f0d0e7a2&vjs=3,Stride inc," 
 Collaborate with the data scientist team.
 Use Sql to pull data and extract insights from complex data, deliver compelling presentations to assist Senior…
","Remote in Reston, VA 20190","Posted
Posted 4 days ago",3.9,2023-03-13
data,,Data Analytics Consultant,https://www.indeed.com/company/Affine-Analytics/jobs/Data-Analytic-Consultant-617a956f19fa5894?fccid=ef3551ea6d36ae30&vjs=3,Affine Inc," 
 We offer capabilities across the analytical value chain from analytics engineering and cloud-based implementations to analytics, machine learning, AI, and…
",Remote,"Posted
Posted 3 days ago",,2023-03-13
data,,Statistical Data Analyst,https://www.indeed.com/company/Bayshore-Analytics-and-Integrated-Solutions/jobs/Statistical-Data-Analyst-f57bde727ec06475?fccid=23700f7da2c12410&vjs=3,Bayshore Analytics and Integrated Solutions," 
 The Statistical Analyst will conduct a variety of activities, including researching and identifying trends, preparing data for analysis and developing methods…
",Remote,"Posted
Posted 5 days ago",,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=b90d5a3c44711a6d&fccid=c09c7ed3169f74f6&vjs=3,The Daily Beast," 
 Develop and maintain data models and tools that enable the data team to analyze large data sets and extract valuable insights.
","Remote in New York, NY 10011","Posted
Posted 12 days ago",,2023-03-13
data,,Sr. Cloud DBA,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ATuzukLZvOA7Cxi5gGVTPK8s05ijijAIGQnHXs5Od0Xwer19e36I4NOoCdB_rxyXpMz3FqdVC4Gvy99LJshE7sLnsT268OEZeM8trLKBUXB-1Ado4zpMyfTmAqVJQK7QJf-ncsMDqQkqEMSn1m_KGleDftzrQvV_uMYyQx4Ln-TCLnOOK9yZK2FYDqnISMXn-mI6PZP3jj4i0ns6IlEAcXe4NYTpLsMnGiOlZWvxr367IQtnegoxDbTUZsdx3xQlXUKBf3f8WjC8PYNX9GL0sKrWSge16Z-tY-E9epifSrCEndgR_PCL9TTjsfuWzL6KqpH4rxgukav5LnLLFCnEFmHpVwgXZ4i-eMaCO9TIdM8fSz_CO7lWVF8R4g5riiWBb46dUTU67379dhbWzolwuVbUVWVMcMsCpF-eK0H_vWbZ0IDFGufNWn9BibvGYOu0wmMr8XmVjJrhMPRaBy37llSYHxuNcY1ATMOOaDN4uMHa-0wp0LqNI9_MzqQkfCbL4=&xkcb=SoCI-_M3Sushe_WeCJ0LbzkdCdPP&p=0&fvj=1&vjs=3,TechnoSmarts," 
 Provide database/application administration and support for the information management analytical service responsible for data integration, data warehouse and…
",Remote,"Posted
Posted 6 days ago",4.0,2023-03-13
data,,Business Analyst - Sales/Use Tax (Hybrid Opportunity),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DK9N1ihouu-czLe8FLv8sfKczCd-la3awFgO288-Sg_Cvjq2DoGKmpzIfcx4E4zzazn00cNV_Zxhagmn9LMdnVjgvVjYyAN8hjQMnODZhqeXalZbLHh1dKmEt9j81HsdV1YfLdUoGPbVm71I06h7aFv6hJgPT_eldQzsMT5MQaJbeBQ3lsOEv820HBOe6I3INakZKlDta-XPj-t-1RD_I4vPCl6R_ch4oqcMZQWOI9stdhW1oTbSgS1OkMmpRDDx76_-6BVsRWM3LHFaD5HKSqfXO_tC3Dtfs7xZDgQLW5UwWBDA_0AyD2PDn_sOFLdauhNTiNXawhS4ut1sb8eXyb4xzuQ_l4Ym1-GxIQPeCFICZXqB1zh5SUO3d2Uc83E2ypcOpJ8TFYcJBOSiUgCsjPXmw5uincqwFmw2SrLWK8K9d4XSYy5mvB6-F8ZA7fGno48TLfmrYE7hV3nwCuim9F5o-yemR7kIoCkMf2L33f1ghxrQhcIDjpH8QZfrrbuuPRtzNmouUMc31waQNZ4UZ7afpBdnYtjBTapl4L4vi_GfI-Mlf34RiOs8_On6kBK7_RcEddKa6H-By4cEy6YBJwZLR1Kvm29MtXILziqOQUEpv1XpVhMpjmg3R7e1wXVA3dacj3BlJc7wrczjnAqIgVpKjC_ICf7bvq5I9gtJukxv09JKDtCqDQ27Uw-U3ulXQGCC54vrfRLmFXev1ESa--oDtP0pKr_eMzsoac73tLQOpRD-xwgubInWgbtz4nIpV_zVpHwkvMU08fMqwB0_F650WP8pOK_rX-P-wsDal9qSSBNvx8mnlznRX01yQqdHkDJHSPQSrwMhVfJTJcslXvc7w7MsqGWR3WlH1acjt6o7Cou10h54wkYe52p9qA7XwF4kMntoEbjgzxB-CmDS1-htHZHGx2P4s=&xkcb=SoA8-_M3Sushe_WeCJ0KbzkdCdPP&p=1&fvj=0&vjs=3,Smithfield Foods," 
 Demonstrate continuous efforts to improve processes, increase data integrity and provide quality customer service to business partners.
","Smithfield, VA 23430","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Sr. Business Intelligence Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AyImo6vATVqvp2xRkh-7NUB7B9AQQ7UO4A_YLspoWaGAygW5q3bTzoTIzrU8_lTA-iKCAthft9m0am6VVbKd3UIjCnqSkmSbETtGAE_M9gg-P2dPGZSWSG_196izEtIlSDq5tQJFE36hrOX_r_kvxX4l7QCnb-XtHvPOp2JFYFhA4zSu9ZKh-PfUunC_EEOgAp492Nf3WZbYPqWirBAIaS75dEj4nI9voc5kvnTfQsFLOUok5oOJt-lVovj45WU6x61vxc1b07hr7-hKfjbg-y3hPXWCdm9IbO8d4zjm72rvDQpBK71HOIU0Fl7oxdQHVczKEJLkbDW02nPuHe3msIinxUwdkGwahNlGZjVdDWRPhkl2Mq8-4Yva69ZOAlTaSmdoG4QdCo8yVqwsp2tR1Wnv9i4DoQWvAWWk1aHRtnIuDcBXjlVN-LxsByVmzGh3wwoKiKlcZVtM19hmU6nrCL6aXeAVa7ElVrIs0BjB8YKCWfx0PCsOKwz_4DDkZ9JUsQgmzUu2V3u__rBYzMliZB&xkcb=SoCh-_M3Sushe_WeCJ0JbzkdCdPP&p=2&fvj=1&vjs=3,Fast-Growing-Trees.com," 
 Translate data into actionable insights to improve decision making across all departments.
 Perform ad-hoc data analysis as needed to solve business problems.
","Charlotte, NC 28203 
(Wilmore area)","Posted
Posted 30+ days ago",,2023-03-13
data,,Principal Advisor- Business Analysis,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BRuIYpQVIGPNIsttW2YIHiaz2TcgBIwKXfnGtrqPJexIVMgQhS8UMopw0aBTaU5UzmCH8t059Y_rBEcZz_4iURZottu9YITYuPXrtgvaU33doP9EdZf3tPgesFb_kf8xFurzM3weTUAiH8qfhpxrvVgLNRYgHAu16pIIJmg4UVcr53GBGJiIPl86f-zChewLqI2JEugmDRlaCyc9JQ6A1dTM2bkqQLY0I1fyCy3OIE2HF9HNmjy5G5p9SzgKy1JKHpzQQUYVMdGXOC4JWLdeKpHjcHTetl8oXOeG0SmIBXJd2aCVVg3AwH7pjrDV_IKYvqKVWy0s6T1OiIGsvGBj_WUBEnNtr9tcAZGGxoi_m1u_ydXTg9qbSmQ7SGYyrEZzQjJ0nM2FbcK0XMsXCt9YoztcKRwlTLaYzCC5duYzrEEK4JgfDA0NwLrJ3t0jAv1uXDOvsdQ64ofhdcwZpD1xMtH0nUZm3v46zgJyOhYqFa46y7-gKNrKV7fg2Mus7ISC_j6xP0MeTjn63bwA9SPA_3TdVTaQVQ7NpSC5yNtJbfXwn5IUo5n-cxTd-J0LZkIOKoId3-iQCzVA==&xkcb=SoAV-_M3Sushe_WeCJ0IbzkdCdPP&p=3&fvj=0&vjs=3,Rio Tinto," 
 Resolution Copper continues permitting and community engagement activities, shaft and underground development studies, and advancing data collection to further…
","Salt Lake City, UT 84101 
(People's Freeway area)","Posted
Posted 9 days ago",3.9,2023-03-13
data,,Data Scientist - Fully remote,https://www.indeed.com/rc/clk?jk=e90e244942ec2db1&fccid=e7434ab23b6ba6bc&vjs=3,Meduit," 
 Combine great data analytics skills with strong business acumen to provide key insights.
 Develop frameworks, models, tools, and processes to ensure data…
","Remote in Waco, TX 76710","Posted
Posted 30+ days ago",2.5,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=854cd3db6a049100&fccid=4122664cdb7b059f&vjs=3,"RLA Engineering, LLC"," 
 Includes experience creating data reports and dashboards using data visualization tools such as Power BI, Tableau, etc.
",Remote,"Posted
Posted 3 days ago",4.3,2023-03-13
data,,Data Visualization Developer,https://www.indeed.com/company/OTSI-USA/jobs/Data-Visualization-Developer-aa74b2a26a2bb76e?fccid=96604ff22eb7e1bb&vjs=3,CapitalTech Solutions," 
 Work directly with the Data Warehouse Analysts on necessary creation of analytical data variables to support reporting processes.
 Power BI: 2 years (Preferred).
",Remote,"Posted
Posted 4 days ago",,2023-03-13
data,,Document Imaging Specialist (1st shift) (Data-Entry) - OPS,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BSVR9pnHv7AMT6pP8OlXORl0H6Qt8z8pLsQHIKubnox_8b99kkEE4WdlJdve9dMYRXbePJfMo4QwwU1VhvMBPwFqCsWiGKC0aj0F7VbdLxygRVZDCWl0Cshri3sCmsE2L_I7Y7If_HoaEq4Bc1Ff-bf52cAvxxIxijIIzo3vS3-WyPR6n9YhZPgLxW9IVEG-tr7WhsvBMwYzvdQRld8d2o5V1d8JnX7ah3mjPVzDTv985QumdUA1STh0r81lmNLY0_PU-Wk_SQ8NzGmyoiWQaLNSKEBCKCatvStFaJ17eraU0afmZFQoUYuRojZxJPWaxj0kAWqHMmhvYSVPhIy2Br1nuXFd04Dyi8-nOmu4vHUx5lb_E6UArtXQU2DRee42h-AgdoFN7WK5q3-NRVSIQhKpyq6VPkKkOsV7AxSHusdxaie9tzaWXBhy5yDKGY3gYvXjWlSECEYLOgyDDZxconcxgOxDwneDcU6-ErNAnCjTLquli3B0Y3vYAnRe04Wys8oYk9_wDhWBKCbC4FI1qOMTpRbJR7m6qjoLCMAciuiCr5uDqPoPlS3MR6wZm5ls4=&xkcb=SoDk-_M3Sushe_2eCJ0JbzkdCdPP&p=7&fvj=1&vjs=3,Iron Mountain," 
 Document Imaging Specialist (1st shift).
 1st shift 6:30am - 3:00 Monday - Friday.
 ***Must be willing and able to obtain a Public Trust Clearance****.
","Boyers, PA 16020
+12 locations","Employer
Active 4 days ago",3.6,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Tech-Stream/jobs/Data-Analyst-17d61f08ad0c9bce?fccid=6a9e6d824723546a&vjs=3,Writenpost," 
 Acquire data from primary or secondary data sources and maintain databases/data systems.
 Develop and implement databases, data collection systems, data…
",Remote,"Posted
Posted 27 days ago",,2023-03-13
data,,Data Analyst -128361,https://www.indeed.com/rc/clk?jk=4d0e00c294c6b422&fccid=6125fd806f0d9da8&vjs=3,Cyborg Mobile," 
 Responsible for data de-duplication (matching and merging data), data cleansing (matching, linking, updating records, such as organization records, in batch and…
","+1 location
Remote","Posted
Posted 3 days ago",,2023-03-13
data,,Data Modeler,https://www.indeed.com/company/azad-infotech/jobs/Data-Modeler-1ddff7866c3245af?fccid=6788edad46f73d76&vjs=3,azad infotech," 
 ER modeling, enterprise data, and physical data models.
 Experience with data modeling tools such as ERwin.
 Work with the business intelligence team to gather…
","Jacksonville, FL","Posted
Today",,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Tellus-Solutions/jobs/Data-Analyst-348ed25d66815e41?fccid=def1eacd3dd4aba0&vjs=3,TELLUS SOLUTIONS," 
 As a contractor to the Access Hub Strategy team, this individual will be responsible for supporting the development and implementation of key strategic…
","+1 location
Remote","Posted
Posted 3 days ago",4.1,2023-03-13
data,,Sr. Data Analyst,https://www.indeed.com/company/Altak-Group/jobs/Senior-Data-Analyst-3ee50f5724e3e534?fccid=8220da6fca2ce647&vjs=3,Altak Group," 
 Acquire data from internal or external data sources and maintain mapping documents of the files, databases/data systems.
 Working knowledge of agile methodology.
",Remote,"Posted
Posted 14 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Nava/jobs/Data-Analyst-f0e0db99977bd0a4?fccid=462eacdfb7a9be76&vjs=3,Nava," 
 Performing analysis to assess quality and meaning of data.
 Using automated tools to extract data from primary and secondary sources.
","+2 locations
Remote","Employer
Active 3 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Northrop-Grumman-Federal-Credit-Union/jobs/Data-Analyst-b67ba97aca78116a?fccid=0dc8cce5efd402d9&vjs=3,Northrop Grumman Federal Credit Union (NGFCU)," 
 Data warehousing, data cleaning, and other analytical techniques required for data usage.
 Knowledge of various data structures and the ability to manipulate…
",Remote,"Posted
Posted 6 days ago",2.9,2023-03-13
data,,Data Entry Clerk - 99569,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CH64ISo17Wz2c-_pk6uBUylAZnCG_RZJ7DSnvemxKuyL2J-wScsrRt7SZv5a8YeaFo6GOXkL4uR9fOrT1M4SCGi8PrErD0bsH51TxzRYlQVvAfENEalJLZXEA7N-cCL5wzuF0AJJyy_7FKO0LJ_2KGXX4N22X3HCcT7FkeSVTZWa8VmPfxCcExVoKvFr0m4nCgREYhxswltTOP-oZWojrl8i9E-fQcjrzFVS2jL8M3NFaKc3n8y725takkNdJRZuobZNf8q_YQpxAT5uRG9wNKXYFNK44aCHN-dKhskKVG5caCGbyrEknpdgsXUnAsMHJj28w_KdgKukl6LyoRMVQ2yNvb3HuxliYrh1XT4ZBQjlVBxUDHDb8_f9h2PMSA2vkar4P2z3ypbkS4-zg_sLYMp6A88mwLMTBe0hkJXQfp2WTOD5BY1ek-tHGR0STJj9MqcRPPjJS1EbU1Vi3jyEVy0HRo3u1Zct53oa3lhTKbWCdHMKg3wgHq9aQ2DOQw8qnyjDhXifL8nA55-X5mAG4AKNdMb_5HjEjmZepJBWhV0A==&xkcb=SoAd-_M3SusgN3g0bz0LbzkdCdPP&p=0&fvj=1&vjs=3,West Valley Staffing Group," 
 West Valley Staffing Group seeks a Data Entry Clerk for a great opportunity in Santa Clara, CA.
 $150 referral bonus available!
 50 wpm and 10-key.
","Santa Clara, CA","Posted
Posted 16 days ago",3.8,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=cda06df27736c300&fccid=c892953e2c4e4038&vjs=3,"Clutch Group, Inc."," 
 Familiarity with data visualization tools.
 Identify patterns and trends in data.
 Collect and analyze data from various sources.
 Salary Range: up to 40hr.
",Remote,"Posted
Just posted",5.0,2023-03-13
